"","racepctblack","racePctWhite","PctImmigRec5","PctRecImmig5","rapes","rapesPerPop","arsons","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"1557",7.2,90.06,9.89,1.16,"1","5.08","0","0","244.05","4021.76"
"1558",12.6,86.59,35.15,0.53,"8","31.89","2","7.97","171.38","3021.12"
"1560",4.7,90.47,13.01,1.16,"1","3.87","0","0","85.1","3009.44"
"1562",0.04,99.19,25.78,0.28,"6","48.53","5","40.44","121.32","4019.73"
"1563",3.79,70.6,24.15,4.84,"39","21.14","50","27.1","483.47","3470.5"
"1564",5.51,89.78,21.52,1.23,"2","3.23","21","33.95","161.68","2942.65"
"1566",1.35,90.5,25.42,7.28,"0","0","2","18.83","310.65","2776.99"
"1567",6.18,84.05,20.33,2.34,"2","7.44","3","11.16","141.42","2508.28"
"1568",49.27,42.17,25.11,1.9,"109","128.42","17","20.03","2065.29","7289.2"
"1569",4.51,83.15,30.39,6.13,"18","45.19","82","205.85","1265.25","9165.54"
"1571",1.48,89.52,18.89,1.33,"15","33.78","13","29.28","617.09","6722.67"
"1572",0.28,98.83,3.16,0.07,"1","3.49","6","20.92","90.66","2873.38"
"1574",0.58,93.94,61.18,1.04,"2","19.06","0","0","76.24","2639.86"
"1576",0.14,99.08,0,0,"3","20.55","1","6.85","219.16","1657.42"
"1577",9.43,61.63,37.94,7.86,"17","59.26","5","17.43","1307.21","10938.75"
"1578",0.42,98.64,0,0,"6","42.68","4","28.45","113.81","3151.23"
"1579",0.21,75.43,22.38,5.57,"7","56.18","6","48.15","698.18","2760.61"
"1580",0.24,97.49,19.08,0.22,"0","0","1","7.31","116.97","3136.19"
"1581",1.39,96.01,16.93,0.93,"14","49.5","15","53.03","597.51","7265.59"
"1582",65.84,29.6,36.96,3.59,"324","58.48","200","36.1","3048.38","9252.35"
"1583",2.61,85.42,19.24,1.49,"21","28.62","81","110.38","720.85","4624.86"
"1584",0.11,96.67,8.91,0.11,"7","13.25","0","0","83.27","4210.9"
"1585",4.18,93.8,6.19,0.35,"10","83.96","15","125.93","444.97","7085.89"
"1586",0.8,98.24,0,0,"6","32.97","6","32.97","186.81","5961.54"
"1587",24.49,73.68,2.54,0.05,"5","37.56","7","52.59","1502.52","4492.52"
"1588",0.28,94.01,8.29,0.18,"5","9.78","7","13.7","90.01","3254.08"
"1589",20.21,75.39,20.68,2.2,"1","3.86","4","15.45","390.07","3873.63"
"1590",26.41,68.87,24.97,2.15,"6","58.57","3","29.29","458.81","6696.6"
"1591",5.88,90.35,25.38,2.7,"3","14.52","1","4.84","96.77","1437"
"1592",3.58,78.57,25.87,6.21,"22","24.92","14","15.86","440.66","3533.2"
"1594",44.33,54.5,16.04,0.23,"36","131.27","27","98.45","3540.57","12185.96"
"1595",2.25,93.08,16.29,1.24,"13","33.81","3","7.8","408.34","4390.35"
"1596",12.49,86.65,40.31,0.52,"6","30.46","0","0","568.5","2796.81"
"1597",2.21,91.69,34.01,3.23,"0","0","0","0","78.88","1507.45"
"1598",1.3,96.06,16.97,2.84,"2","6.33","0","0","740.32","4533.66"
"1599",18.26,73.47,32.53,2.38,"12","102.94","1","8.58","669.13","4520.89"
"1600",3.01,79.75,30.25,4.21,"14","28.86","19","39.16","138.1","6113.32"
"1601",0.41,97.15,22.31,2.43,"1","5.41","0","0","27.07","3789.93"
"1602",30.68,68.8,14.63,0.04,"7","48.02","0","0","1029.02","6613.16"
"1603",23.65,23.96,27.69,12.16,"33","50.66","59","90.58","2956.98","4214.39"
"1604",18.77,62.14,27.83,4.68,"35","34.88","64","63.79","1625.6","11484.87"
"1605",44.23,54.82,21.92,0.14,"6","51.04","3","25.52","1514.12","7655.67"
"1606",67.07,31.05,36.66,1.24,"492","121.68","248","61.33","4026.59","13325.77"
"1608",1.59,90.32,25.04,1.01,"5","9.46","9","17.02","242.12","3514.55"
"1609",21.1,74.35,16.89,0.92,"3","23.53","8","62.76","439.32","4950.18"
"1611",5.74,92.63,14.8,0.31,"1","9.02","0","0","243.53","3616.85"
"1612",7.3,64.62,30.03,6.84,"66","48.71","64","47.23","1160.86","6844.87"
"1613",2.56,85.18,26.82,1.89,"27","21.88","46","37.27","223.64","5202.98"
"1614",2.24,93.83,24.61,5.99,"2","7.52","7","26.34","285.93","2840.48"
"1615",4.44,88.35,20.06,0.71,"31","155.61","1","5.02","476.86","3915.27"
"1616",4.18,89.39,28.7,3.9,"12","23.04","0","0","887.01","3202.46"
"1617",8.97,89.13,15.45,1.26,"70","69.06","39","38.48","1155.27","6390.96"
"1618",29.47,69.3,35.71,0.75,"9","51.44","6","34.29","800.14","7898.5"
"1619",3.33,88.58,23.48,0.51,"13","38.41","18","53.18","499.32","4597.29"
"1620",10.18,87.91,12.39,0.29,"0","0","6","23.71","383.23","5637.86"
"1621",3.27,95.79,3.1,0.32,"5","13.5","16","43.19","89.07","879.92"
"1622",0.58,97.57,1.7,0.07,"1","8.31","1","8.31","83.09","2908.18"
"1625",0.53,98.59,0,0,"0","0","0","0","107.37","1250.55"
"1626",1.51,91.18,30.12,1.68,"67","57.04","60","51.08","332.86","8062.76"
"1627",0.21,98.63,11.63,0.29,"5","20.24","2","8.1","113.34","2388.28"
"1629",4.71,90.44,18.2,2.19,"6","9.59","5","7.99","487.27","2789.45"
"1630",8.06,83.06,33.76,4.67,"19","24.08","0","0","1764.17","7210.03"
"1631",2.66,93.63,19.8,1.31,"0","0","0","0","39.54","1333.11"
"1632",6.46,86.61,19.36,2.36,"15","15.47","21","21.65","408.3","3967.5"
"1633",6.27,69.77,34.01,6.46,"28","41.79","22","32.83","1707.41","5258.05"
"1634",0.1,97.86,5.84,0.46,"1","6.66","0","0","106.6","2072.09"
"1635",0.17,79.44,11.78,2.34,"2","7.79","6","23.38","487.18","8375.56"
"1638",11.4,83.6,18.7,1.51,"15","84.15","0","0","297.32","3309.77"
"1639",24.67,66.79,25.93,0.79,"3","24.59","3","24.59","131.14","1786.74"
"1641",1.08,92.21,13.73,1.75,"0","0","2","6.66","13.32","1248.38"
"1642",1.43,93,14.35,0.56,"23","63.31","7","19.27","231.23","2738.93"
"1643",0.91,91.53,19.47,1.26,"12","22.52","27","50.67","540.49","5887.21"
"1644",0.69,58.78,20.03,5.87,"18","28.63","10","15.9","1348.6","2899.17"
"1645",2.4,95.94,3.1,0.28,"2","11.49","0","0","86.15","2940.5"
"1646",3.21,95.49,16.3,0.52,"3","15.02","0","0","70.12","1843.04"
"1647",2.95,88.86,23.3,1.48,"5","23","2","9.2","280.63","6817.87"
"1648",51.17,48.29,0,0,"15","55.29","6","22.11","449.67","4743.65"
"1649",4.4,90.03,18.7,0.56,"9","53.53","0","0","386.63","4490.84"
"1650",3.7,90.11,31.69,3.71,"29","43.04","4","5.94","978.02","3076.53"
"1651",0.43,98.53,15.65,0.39,"2","15.86","8","63.43","63.43","1791.94"
"1652",1.01,90.52,20.07,2.63,"7","44.69","6","38.31","434.14","6748.39"
"1653",22.47,73.53,26.66,1.03,"13","40.18","25","77.27","689.27","4280.9"
"1654",9.53,81.96,38.1,2.71,"41","58.15","56","79.42","694.91","4887.04"
"1655",2.58,79.88,38.12,0.46,"5","31.92","1","6.38","210.67","3255.87"
"1656",5.97,75.39,14.51,1.1,"39","40.39","59","61.11","798.57","8426.98"
"1657",16.72,68.7,8.43,0.24,"5","40.49","0","0","736.96","4186.91"
"1658",1.4,82.99,36.36,7.32,"30","25.56","42","35.78","473.71","4686.81"
"1659",5.17,93.97,12.79,0.1,"30","124.94","20","83.3","662.2","7933.86"
"1660",0.33,96.88,12.81,0.31,"3","18.31","7","42.72","463.84","5932.26"
"1661",0.74,98.63,52.48,0.5,"2","17.5","2","17.5","507.39","3927.92"
"1662",1.98,83.64,26.86,3.35,"17","45.33","9","24","391.99","5037.2"
"1663",5.44,93.56,36.68,0.37,"8","39.16","0","0","582.45","5599.33"
"1664",0.34,95.51,7.31,0.35,"8","77.15","3","28.93","298.97","5111.39"
"1665",20.13,78.34,5.23,0.17,"2","18.82","0","0","517.6","5458.31"
"1666",2.93,86.62,35.38,5.2,"12","40.05","14","46.73","874.44","6244.58"
"1667",59.87,39.16,37.56,0.56,"7","50.74","5","36.25","1790.5","10344.33"
"1668",15.02,79.03,22.21,1.55,"5","37.02","3","22.21","651.61","2302.85"
"1670",1.01,97.99,30.04,0.35,"16","71.19","6","26.7","489.45","5753.31"
"1671",4.07,93.41,18.65,2.2,"8","14.29","4","7.15","778.93","3115.73"
"1672",3.53,95.57,23.76,1.06,"1","7.44","4","29.76","282.67","4202.93"
"1673",4.63,57.62,28.7,6.26,"23","67.88","13","38.37","1230.71","6658.21"
"1675",1.34,97.1,9.72,0.36,"0","0","0","0","186.22","1935.36"
"1677",0.24,98.98,10.53,0.19,"3","23.75","0","0","110.86","3436.53"
"1678",5.87,78.59,22.15,2.47,"31","26.87","24","20.8","340.63","4352.73"
"1680",9.01,90.36,24.03,0.14,"13","58.13","18","80.49","384.56","6255.87"
"1683",0.47,99.01,6.78,0.07,"5","42.27","8","67.63","109.9","3998.65"
"1685",1.32,97.73,2.95,0.09,"4","26","15","97.51","208.02","3737.89"
"1686",53.49,45.97,0,0,"11","105.34","1","9.58","1522.7","5420.42"
"1687",24.35,72.75,19.79,0.69,"699","102.92","387","56.98","1681.08","8316.74"
"1688",1.01,97.15,9.38,0.29,"5","26.01","1","5.2","62.43","1050.88"
"1689",0.1,99.05,9.64,0.14,"0","0","2","15.22","30.44","2184.17"
"1690",0.57,97.48,0.98,0.02,"7","36.51","1","5.22","323.35","1324.71"
"1691",5.64,59.89,42.59,9.29,"24","101.66","6","25.42","881.06","5900.54"
"1692",7.7,39.45,24.57,11.12,"14","14.81","6","6.35","579.84","3115.05"
"1693",3.43,89.45,15.9,1.21,"38","102.91","12","32.5","1700.7","5291.66"
"1694",1.39,64.47,34.17,6.74,"4","24.24","12","72.73","1339.48","5630.64"
"1695",0.78,96.87,11.49,0.71,"7","29","0","0","165.71","2158.42"
"1697",3,83.04,12.92,1.53,"2","6.01","13","39.07","261.47","3849.97"
"1698",24.37,75.19,12.03,0.06,"6","18","3","9","300","7305.07"
"1699",3.34,90.96,6.86,0.07,"6","56.32","1","9.39","234.68","4881.25"
"1700",5.82,84.31,21.4,2.81,"14","72.81","0","0","462.84","3479.12"
"1702",12.88,75.89,43.84,1.97,"25","92.51","6","22.2","1202.68","4888.43"
"1703",3.88,94.36,51.56,0.31,"8","69.24","5","43.28","519.3","4102.48"
"1704",0.46,99.03,7.64,0.12,"5","16.06","10","32.11","253.7","2957.71"
"1705",0.44,97.88,5.58,0.3,"2","5.55","2","5.55","41.65","699.77"
"1709",1.18,89.76,28.91,3.67,"22","33.44","8","12.16","541.12","4865.48"
"1710",0.38,90.3,32.48,3.54,"20","31.37","79","123.9","611.64","4781.77"
"1711",10.65,83.43,50.77,2.72,"10","43.78","8","35.02","595.42","6348.23"
"1712",15.67,81.81,20.33,0.48,"11","29.78","16","43.31","343.81","5698.58"
"1713",11.65,87.43,15.53,0.16,"17","61.94","3","10.93","648.57","4693.02"
"1714",5.28,91.32,9.37,0.41,"37","104.21","13","36.62","543.6","3993.92"
"1715",5.66,63.66,22.29,5.73,"5","8.46","14","23.68","470.21","2417"
"1716",0.17,96.99,60.36,1.23,"6","49.62","0","0","272.91","5061.2"
"1717",29.69,48.25,31.73,7.82,"100","44.02","59","25.97","2017.65","6265.54"
"1719",3.14,95.48,35,0.44,"19","83.26","4","17.53","604.73","2502.19"
"1720",13.43,85.03,18.06,0.76,"10","42.04","7","29.43","870.26","7470.78"
"1721",13.4,74.46,35.71,3.63,"30","95.33","5","15.89","1404.47","7778.59"
"1722",0.21,94.41,35.4,1.76,"11","21.66","22","43.33","145.74","5494.94"
"1723",18.45,76.37,14.53,0.55,"18","20.76","42","48.44","811.92","6709.88"
"1725",1.05,92.6,21.67,0.83,"62","84.62","20","27.3","631.89","6142.86"
"1726",17.13,72.81,12.39,0.35,"73","137.56","7","13.19","1164.57","5575.97"
"1727",3.11,91.15,18.96,1.11,"1","8.06","3","24.18","56.43","1644.5"
"1728",0.3,98.16,22.66,0.3,"8","51.82","6","38.87","129.56","2617.09"
"1729",2.52,96.09,6.87,0.28,"2","13.55","4","27.11","291.41","1328.27"
"1730",0.5,98.15,16.29,0.54,"4","26.53","0","0","199","1247.1"
"1733",4.8,94.68,0,0,"3","19.94","0","0","471.89","3728.57"
"1734",28.11,69.61,26.54,4.61,"76","45.97","63","38.11","1421.42","14206.91"
"1735",17.65,80.52,58.11,1.25,"6","54.18","1","9.03","460.5","3033.86"
"1736",1.96,95.53,5.4,0.27,"1","7.94","0","0","39.71","905.48"
"1738",19.74,73.88,18.51,1.32,"16","79.8","1","4.99","369.08","3451.37"
"1739",1.23,97.26,3.44,0.17,"2","15.41","6","46.24","208.06","2743.32"
"1740",3.69,88.51,6.14,0.27,"2","15.47","5","38.66","278.38","2938.45"
"1741",1.64,90.68,9.97,0.36,"11","39.04","8","28.4","330.1","5061.58"
"1742",1.96,88.49,33.07,3.51,"15","48.29","13","41.85","367.02","9848.36"
"1743",0.64,98.23,4.01,0.1,"1","4.44","1","4.44","248.69","1390"
"1744",4.14,88.48,29.03,2.18,"32","19.96","19","11.85","303.7","4036.62"
"1745",1.51,92.76,21.68,1.54,"13","30.27","11","25.61","221.18","3888.15"
"1747",29.58,66.8,13.15,3.01,"3","27.2","2","18.13","1759","10952.94"
"1748",2.25,88.1,32.23,2.06,"40","134.82","21","70.78","903.3","7624.12"
"1750",9.34,82.13,25.34,1.28,"19","98.34","23","119.05","2008.28","5983.44"
"1751",4.43,94.82,17.1,0.24,"5","12.79","15","38.38","570.65","5849.84"
"1752",17.23,79.02,10.76,1.04,"2","7.18","2","7.18","82.59","2574.6"
"1753",0.72,98.29,8.05,0.2,"1","4.37","0","0","179.06","2166.22"
"1754",28.49,68.81,18.2,0.67,"16","45.73","7","20.01","1440.54","9049.08"
"1755",7.85,63.76,20.38,1.96,"6","27.36","70","319.18","1199.22","7633.03"
"1756",1.6,86.34,20.07,2.32,"13","22.8","16","28.06","270.09","2023.89"
"1757",1.82,89.47,35.39,2.39,"33","75.24","25","57","449.15","6313.13"
"1758",0.37,98.68,4,0.17,"1","4.61","0","0","115.14","2118.64"
"1759",49.59,49.62,24.01,0.19,"25","47.3","10","18.92","1275.11","9192.55"
"1760",26.32,73.22,0,0,"4","33.47","3","25.1","1204.92","6827.88"
"1761",18.93,79.72,14.96,0.19,"29","95.7","2","6.6","290.39","6771.38"
"1762",4.89,91.94,30.75,1.83,"18","35.26","9","17.63","284.04","5870.71"
"1763",2.5,97,32.88,0.2,"7","28.59","0","0","514.54","3540.51"
"1764",0.86,95.09,7.01,0.51,"0","0","1","4.35","69.59","1317.85"
"1765",16.27,77.07,19.95,0.48,"36","66.91","10","18.59","513","5817.74"
"1767",7.45,92.17,4.26,0.05,"2","8.54","3","12.81","469.8","4317.93"
"1768",8.95,90.29,3.85,0.05,"19","69.44","10","36.55","694.37","4129.66"
"1769",7.05,87.15,22.24,0.93,"5","34.65","2","13.86","277.22","4809.76"
"1770",0.4,95.31,18.27,0.75,"14","72.84","13","67.63","239.32","6461.68"
"1771",2.68,80.56,26.13,3.32,"80","45.14","284","160.23","813.57","6641.13"
"1772",14.88,84.64,14.17,0.11,"11","70.29","0","0","632.63","4013.04"
"1773",0.14,99.53,11.49,0.15,"2","17.9","1","8.95","178.97","3319.91"
"1774",29.05,61.48,18.62,1.44,"56","92.81","60","99.44","1756.74","9363.76"
"1776",0.42,83.69,18.36,2.93,"4","13.33","2","6.67","173.3","1753.04"
"1778",1.39,95.12,12.1,0.97,"0","0","0","0","313.48","5919.23"
"1779",8.91,78.84,19.78,1.54,"20","23.97","27","32.36","433.92","3846.57"
"1781",1.32,88.01,23.86,1.91,"7","61.15","7","61.15","602.73","14142.21"
"1782",0.55,98.01,18.69,0.79,"1","4.98","1","4.98","44.79","2662.35"
"1784",21.89,69.07,41.56,6.73,"33","28.94","31","27.19","659.56","6668.42"
"1785",19.44,79.4,23.13,0.3,"7","66.54","0","0","1292.78","7813.69"
"1786",12.26,85.3,31.78,1.68,"8","40.05","1","5.01","150.18","2432.92"
"1787",5.38,90.53,21.18,0.68,"8","25.22","5","15.76","349.87","2937.65"
"1788",1.76,92.73,20.44,2.15,"3","10.89","15","54.46","279.55","2508.71"
"1789",0.34,94.54,32.6,1,"30","241.06","11","88.39","739.25","8155.89"
"1790",0.16,80.6,14.74,2.7,"7","47.46","0","0","284.75","8922.03"
"1791",8.52,88.25,19.12,3.4,"42","33.1","21","16.55","822.7","8282.9"
"1792",25.78,72.13,28.9,1.32,"226","63.7","335","94.42","1262.47","6896.95"
"1793",1.14,97.54,2.4,0.3,"3","11.68","2","7.79","210.28","2675.23"
"1794",0.91,97.86,50.59,0.92,"5","22.75","0","0","464.08","5286.86"
"1795",0.51,99.02,11.61,0.21,"3","21.27","0","0","42.54","843.73"
"1796",1.4,92.76,16.65,3.17,"8","10.75","5","6.72","205.68","3085.26"
"1797",1.85,96.6,9.52,0.28,"14","28.86","1","2.06","896.83","3195.61"
"1798",0.98,93.3,49.02,2.18,"68","67.05","27","26.62","383.57","4344.48"
"1799",0.23,98.28,0.96,0.05,"8","42.98","1","5.37","75.22","3771.56"
"1800",0.62,35.44,27.35,13.24,"10","19.13","10","19.13","1262.31","3798.41"
"1801",0.5,95.98,42.52,2.21,"5","28.98","12","69.55","144.9","5633.8"
"1802",20.39,76.19,20.12,4.82,"2","18.16","1","9.08","1425.33","9568.77"
"1803",12.86,83.17,34.58,5.74,"27","91.2","2","6.76","1607.89","13200.92"
"1804",2.15,97.31,13.33,0.06,"6","31.78","0","0","121.81","6164.6"
"1805",6.71,64.19,15.08,1.03,"4","17.59","7","30.78","567.16","5355.02"
"1806",0.13,98.7,2.26,0.07,"62","401.35","44","284.83","627.91","6194.98"
"1807",0.67,98.04,17.45,0.6,"2","7.7","0","0","69.34","1032.44"
"1808",52.54,46.2,22.59,0.46,"19","93.42","11","54.09","2586.29","5575.77"
"1809",2.78,96.27,15.36,1.8,"1","8.41","0","0","235.59","3474.97"
"1811",4.59,85.69,33.06,1.48,"5","20.95","7","29.32","180.13","2836.08"
"1812",28.48,69.97,24.26,3.44,"54","70.24","29","37.72","2682.28","11058.21"
"1813",0.17,98.67,15.29,0.22,"0","0","0","0","16.92","516.16"
"1814",0.23,97.86,14.91,0.48,"1","5.88","0","0","94.15","1253.38"
"1815",88.99,9.51,31.5,0.76,"9","56.93","9","56.93","929.91","4067.56"
"1816",1.83,84.86,22.34,1.14,"5","22.79","2","9.11","350.93","5660.38"
"1817",1.66,91.73,18.57,1.18,"116","151.12","60","78.17","530.22","7817.87"
"1818",1,89.44,26.08,2.54,"17","28.13","29","47.99","316.1","5085.73"
"1819",5.76,93.12,25.35,0.32,"9","77.47","0","0","421.76","4484.42"
"1821",0,99.43,0,0,"1","8.03","3","24.1","216.87","3935.74"
"1822",0.54,97.23,13.88,1.1,"0","0","0","0","54.25","2242.31"
"1823",5.99,82.71,28.24,1.16,"89","52.93","69","41.04","671.46","7617.37"
"1824",1.42,95.82,9.55,0.42,"18","24.68","7","9.6","309.84","3644.04"
"1825",8.72,58.22,31.58,5.34,"15","36.19","18","43.43","1095.4","6878.83"
"1829",1.42,95.27,11.14,0.65,"0","0","0","0","23.52","2014.66"
"1830",1.5,67.32,35.18,10.72,"33","22.19","65","43.71","616.67","5849.28"
"1831",1.6,92.63,17.71,1.85,"0","0","5","14.31","88.7","2500.79"
"1832",1.18,38.97,30.19,13.4,"7","30.29","4","17.31","1129.23","4274.65"
"1833",3.16,92.98,16.99,1.26,"2","6.85","1","3.43","58.23","1791.46"
"1834",10.48,88.94,5.08,0.02,"20","74.91","9","33.71","1292.18","5775.5"
"1835",12.06,86.84,19.85,0.33,"25","105.16","21","88.33","1013.71","9245.39"
"1836",0.84,95.04,16.59,1.17,"9","29.15","1","3.24","103.65","2753.13"
"1837",9.63,57.54,27.23,6.16,"157","70.17","132","58.99","1564.23","9600.36"
"1838",0.25,99.12,12.46,0.28,"2","15.23","3","22.84","91.37","3114.06"
"1840",0.22,97.96,13.45,0.3,"3","23.56","0","0","125.67","2599.75"
"1842",3.66,94.66,15.6,0.25,"6","33.46","0","0","786.35","6424.63"
"1843",0.48,95.25,11.55,0.39,"14","44.51","15","47.69","438.76","5118.91"
"1844",2.35,24.26,24.19,9.64,"14","50.32","1","3.59","747.58","6954.68"
"1846",0.73,96.89,6.18,0.17,"6","30.84","0","0","128.51","4467.18"
"1847",0.53,98.03,4.27,0.08,"3","14.23","0","0","284.54","4599.99"
"1849",1.43,88.19,13.15,0.73,"25","91.39","38","138.92","1089.42","10956.35"
"1850",1.46,85.15,36.61,6.29,"26","22.23","33","28.22","624.28","6481.43"
"1851",0.5,98.01,11.5,0.87,"2","16.32","1","8.16","620.31","10218.74"
"1852",0.61,92.71,15.19,0.93,"5","32.85","6","39.41","696.31","3461.87"
"1853",1.54,96.24,25.12,1.79,"1","7.34","0","0","161.4","4152.3"
"1854",1.31,94.6,27.73,1.43,"7","46.03","0","0","618.06","5799.2"
"1855",0.98,93.7,15.66,1.53,"3","11.97","12","47.89","243.44","3412.22"
"1856",7.95,89.42,13.18,0.59,"9","20.38","8","18.12","140.42","1929.7"
"1857",22.25,76.07,6.03,0.11,"13","70.22","12","64.82","1199.16","8097.01"
"1859",13.15,77.73,29.24,5.29,"2","4.87","4","9.74","233.77","3284.96"
"1860",3.2,89.46,34.89,1.84,"4","15.65","1","3.91","66.52","2246.14"
"1861",10.69,48.15,27.44,10.3,"20","38.12","26","49.55","1964.89","5359.15"
"1862",6.65,92.61,23.5,0.41,"1","4.83","0","0","521.89","3682.23"
"1863",2.01,69.7,17.81,1.48,"2","13.22","8","52.87","455.99","5075.34"
"1865",3.86,94.87,10.89,0.28,"2","9.84","1","4.92","142.71","3110.08"
"1866",2,95.41,9.38,0.81,"15","73.38","1","4.89","816.99","2739.59"
"1867",0.72,97.01,6.59,0.36,"1","4.05","3","12.14","24.29","2724.37"
"1868",1.61,94.27,25.88,0.54,"2","11.69","1","5.85","105.23","5092.08"
"1869",3.75,95.26,33.67,0.33,"26","124.57","3","14.37","210.81","5442.7"
"1871",0.78,98.37,5.41,0.22,"0","0","5","48.87","87.96","2238.08"
"1872",0.67,91.56,28.87,3.51,"10","22.04","16","35.26","315.14","2781.21"
"1873",2.67,92.96,26.31,2.34,"14","37.13","3","7.96","230.76","5660.33"
"1874",1.04,93.15,15.77,0.64,"31","24","73","56.52","493.93","5650.82"
"1875",27.39,65.64,26.03,15.55,"204","53.87","267","70.5","3829.21","14679.18"
"1876",3.07,92.84,6.22,0.58,"2","7.16","2","7.16","89.44","1595.59"
"1877",0.82,97.15,35.21,1.17,"4","26.79","0","0","428.64","2913.4"
"1878",40.2,58.27,13.1,0.07,"12","60.69","1","5.06","900.31","8203.94"
"1880",0.54,97.08,7.98,0.1,"11","63.79","0","0","133.38","4662.49"
"1881",39.8,57.15,21.59,0.62,"6","50.6","3","25.3","1054.23","4301.26"
"1882",4.47,93.33,28.03,0.9,"1","5.82","0","0","232.83","2741.56"
"1883",13.95,83.5,22.94,0.83,"4","32.78","0","0","450.75","4179.64"
"1884",2.98,78.24,21.28,1.18,"259","61.71","231","55.04","1595.37","7757.66"
"1885",0.81,97.24,15.82,1.12,"1","3.51","3","10.52","343.74","6674.85"
"1886",1.34,96.16,24.2,2.35,"2","7.57","0","0","15.14","969"
"1887",1.22,91.62,14.94,0.69,"8","51.52","4","25.76","399.28","7702.22"
"1888",8.58,43.92,24.84,8.04,"21","37.73","27","48.51","551.55","4895.71"
"1890",11.1,85.43,17.27,1.3,"5","11.73","3","7.04","220.58","4878.56"
"1891",0.89,94.27,28.27,1.37,"2","9.15","0","0","64.07","3198.79"
"1892",3.6,85.09,23.76,3.97,"11","22.09","10","20.08","148.57","2640.19"
"1893",1.89,76.19,26.75,6.21,"4","9.08","8","18.16","324.61","1602.62"
"1894",3.33,95.17,7.85,0.75,"2","16.96","3","25.43","1305.64","8707.08"
"1895",0.26,98.43,10.69,0.39,"27","198.34","2","14.69","286.49","4121.06"
"1896",2.26,92.27,21.25,1.01,"43","81.59","40","75.9","865.28","7464.9"
"1897",65.65,26.5,40.08,6.03,"28","62.19","16","35.54","1576.9","6603"
"1898",0.73,98.37,5.37,0.17,"12","65.41","2","10.9","981.19","4175.52"
"1899",0.42,98.39,10.51,0.37,"2","12.18","0","0","541.89","2179.74"
"1900",16.84,72.98,24.78,1.64,"11","48.26","6","26.33","710.78","6471.57"
"1901",0.62,71.93,27.54,6.62,"7","20.65","11","32.44","542.71","2498.23"
"1902",12.24,87.1,15.2,0.17,"1","7.66","1","7.66","214.53","1126.26"
"1904",1.35,94.37,8.7,0.74,"2","17.09","9","76.9","76.9","1649.15"
"1905",0.63,97.19,46.26,2.04,"9","75.37","3","25.12","108.87","2068.5"
"1906",0.55,98.83,2.85,0.12,"3","21.85","3","21.85","276.81","27119.76"
"1907",1.68,95.17,9.99,0.92,"0","0","1","7.44","141.44","2590.64"
"1908",0.13,99.38,6.37,0.12,"1","9.48","1","9.48","237.1","1602.81"
"1909",29.45,60.6,23.09,2.21,"10","21.66","2","4.33","223.06","3101.18"
"1910",4.32,68.6,22.95,4.82,"12","30.18","21","52.81","809.72","5856.61"
"1911",4.05,94.94,15.91,0.15,"2","14.87","2","14.87","208.13","2921.28"
"1912",3.43,71.63,31.01,6.98,"21","17.47","49","40.77","249.62","3942.26"
"1913",23.79,74.89,7.12,0.19,"53","98.08","25","46.26","1622.96","10389.18"
"1914",3.58,90.63,24.4,2.72,"1","5.35","6","32.1","80.24","2086.23"
"1915",0.76,96.02,19.07,1.2,"29","18.38","23","14.58","251.6","5041.57"
"1916",0.26,97.86,17.95,1.13,"0","0","2","15.03","112.75","2322.61"
"1917",9.14,79.81,19.26,1.22,"83","84.72","26","26.54","457.27","5078.95"
"1918",6.47,85.13,16.69,1.56,"6","23.44","11","42.98","269.6","4821.63"
"1919",0.59,98.3,43.24,0.66,"4","27.11","0","0","81.34","3280.91"
"1920",1.38,65.51,10.44,2.21,"0","0","6","16.65","302.47","5236.28"
"1921",0.83,95.23,30.92,0.88,"3","22.62","0","0","173.4","4704.46"
"1922",0.29,95.4,18.31,0.1,"5","31.05","0","0","93.16","3421.94"
"1923",0.32,98.31,4.39,0.22,"12","60.65","12","60.65","161.73","6135.65"
"1924",1.38,91.58,15.17,1.57,"3","18.07","6","36.14","554.08","3860.52"
"1925",5.34,78.37,24.18,1.12,"19","60.12","9","28.48","461.98","4768.53"
"1926",2.69,92.89,20.04,0.73,"2","10.23","1","5.11","659.78","3145.46"
"1927",0.99,97.31,13.78,0.76,"0","0","3","14.22","28.45","1858.44"
"1928",16.97,72.96,25,0.62,"5","25.04","6","30.05","661.06","8268.23"
"1929",0.22,92.58,4.76,0.13,"9","62.91","3","20.97","692.02","5647.98"
"1930",2.65,89.22,25.49,2.21,"12","30.97","17","43.88","957.64","4811.44"
"1932",1.37,92.35,17.45,0.86,"24","64.72","21","56.63","447.63","6226.4"
"1933",4.64,88.62,18.37,0.87,"32","61.41","20","38.38","293.63","5903.35"
"1934",0.66,95.35,26.61,0.71,"20","41.11","28","57.56","515.95","7032.15"
"1935",5.17,86.79,22.96,1.33,"4","22.31","5","27.89","278.88","3893.13"
"1937",1.27,96.04,12.9,1.1,"0","0","4","22.46","95.47","1173.76"
"1938",16.48,82.4,7.07,0.07,"27","51.05","9","17.02","521.87","7345.85"
"1939",43.56,55.6,22.65,0.4,"16","86.91","12","65.19","2210.88","12923.03"
"1940",24.42,72.64,26.03,1.01,"82","50.74","61","37.74","1343.3","8405.06"
