,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,imputed_rapes,imputed_rapesR,imputed_ViolentCrimesPerPop,ViolentCrimesPerPopR,imputed_arsons,arsonsR,imputed_arsonsPerPop,arsonsPerPopR,imputed_nonViolPerPop,nonViolPerPopR,imputed_rapesPerPop,rapesPerPopR,,,,imputed_rapes,imputed_ViolentCrimesPerPop,imputed_arsons,imputed_arsonsPerPop,imputed_nonViolPerPop,imputed_rapesPerPop,
154,18,43.39,19,45.81,1501.93,7502.41,18,18,1501.93,1501.93,19,19,45.81,45.81,7502.41,7502.41,43.39,43.39,,,,18,1501.93,19,45.81,7502.41,43.39,
155,14,44.43,4,12.7,1450.47,3980.07,14,14,1450.47,1450.47,4,4,12.7,12.7,3980.07,3980.07,44.43,44.43,,,,14,1450.47,4,12.7,3980.07,44.43,
156,11,42.35,37,142.44,2344.56,4180.94,11,11,2344.56,2344.56,37,37,142.44,142.44,4180.94,4180.94,42.35,42.35,,,,11,2344.56,37,142.44,4180.94,42.35,
157,8,37.07,0,0,64.88,2335.71,8,8,64.88,64.88,0,0,0,0,2335.71,2335.71,37.07,37.07,,,,8,64.88,0,0,2335.71,37.07,
158,9,23.81,0,0,129.64,3463.15,9,9,129.64,129.64,0,0,0,0,3463.15,3463.15,23.81,23.81,,,,9,129.64,0,0,3463.15,23.81,
159,16,47.24,NA,NA,345.46,NA,16,16,345.46,345.46,0,1,0,33.99,2246.14,7742.79,47.24,47.24,,,,16,345.46,0,0,2246.14,47.24,
160,5,32.6,6,39.12,267.33,2008.22,5,5,267.33,267.33,6,6,39.12,39.12,2008.22,2008.22,32.6,32.6,,,,5,267.33,6,39.12,2008.22,32.6,
161,5,40.23,0,0,160.93,3154.17,5,5,160.93,160.93,0,0,0,0,3154.17,3154.17,40.23,40.23,,,,5,160.93,0,0,3154.17,40.23,
162,1,3.22,1,3.22,80.5,1236.48,1,1,80.5,80.5,1,1,3.22,3.22,1236.48,1236.48,3.22,3.22,,,,1,80.5,1,3.22,1236.48,3.22,
163,2,9.87,4,19.75,399.86,3134.72,2,2,399.86,399.86,4,4,19.75,19.75,3134.72,3134.72,9.87,9.87,,,,2,399.86,4,19.75,3134.72,9.87,
164,1,7.67,1,7.67,69,1694.27,1,1,69,69,1,1,7.67,7.67,1694.27,1694.27,7.67,7.67,,,,1,69,1,7.67,1694.27,7.67,
165,53,134.07,62,156.83,4877.06,8770.11,53,53,4877.06,4877.06,62,62,156.83,156.83,8770.11,8770.11,134.07,134.07,,,,53,4877.06,62,156.83,8770.11,134.07,
166,7,63.69,7,63.69,919.02,9190.17,7,7,919.02,919.02,7,7,63.69,63.69,9190.17,9190.17,63.69,63.69,,,,7,919.02,7,63.69,9190.17,63.69,
167,247,85.21,214,73.82,3235.45,12490.6,247,247,3235.45,3235.45,214,214,73.82,73.82,12490.6,12490.6,85.21,85.21,,,,247,3235.45,214,73.82,12490.6,85.21,
168,1000,95.96,1324,127.05,1744.19,9015.27,1000,1000,1744.19,1744.19,1324,1324,127.05,127.05,9015.27,9015.27,95.96,95.96,,,,1000,1744.19,1324,127.05,9015.27,95.96,
169,6,32.78,0,0,76.49,3999.56,6,6,76.49,76.49,0,0,0,0,3999.56,3999.56,32.78,32.78,,,,6,76.49,0,0,3999.56,32.78,
170,45,77.51,31,53.39,339.31,17859.42,45,45,339.31,339.31,31,31,53.39,53.39,17859.42,17859.42,77.51,77.51,,,,45,339.31,31,53.39,17859.42,77.51,
171,9,32,19,67.55,807,7341.18,9,9,807,807,19,19,67.55,67.55,7341.18,7341.18,32,32,,,,9,807,19,67.55,7341.18,32,
172,7,17.73,1,2.53,932.05,5891.14,7,7,932.05,932.05,1,1,2.53,2.53,5891.14,5891.14,17.73,17.73,,,,7,932.05,1,2.53,5891.14,17.73,
173,5,33.58,6,40.29,235.04,4378.48,5,5,235.04,235.04,6,6,40.29,40.29,4378.48,4378.48,33.58,33.58,,,,5,235.04,6,40.29,4378.48,33.58,
174,42,53.59,52,66.35,1195.53,7043.06,42,42,1195.53,1195.53,52,52,66.35,66.35,7043.06,7043.06,53.59,53.59,,,,42,1195.53,52,66.35,7043.06,53.59,
175,1,4.94,4,19.76,1293.95,9116.95,1,1,1293.95,1293.95,4,4,19.76,19.76,9116.95,9116.95,4.94,4.94,,,,1,1293.95,4,19.76,9116.95,4.94,
176,82,92.77,112,126.72,3239.2,8497.95,82,82,3239.2,3239.2,112,112,126.72,126.72,8497.95,8497.95,92.77,92.77,,,,82,3239.2,112,126.72,8497.95,92.77,
177,20,48.56,8,19.42,364.19,4681.09,20,20,364.19,364.19,8,8,19.42,19.42,4681.09,4681.09,48.56,48.56,,,,20,364.19,8,19.42,4681.09,48.56,
178,6,11.57,11,21.22,179.38,2659.8,6,6,179.38,179.38,11,11,21.22,21.22,2659.8,2659.8,11.57,11.57,,,,6,179.38,11,21.22,2659.8,11.57,
179,4,28.91,6,43.37,43.37,3259.85,4,4,43.37,43.37,6,6,43.37,43.37,3259.85,3259.85,28.91,28.91,,,,4,43.37,6,43.37,3259.85,28.91,
180,0,0,0,0,161.69,6854.13,0,0,161.69,161.69,0,0,0,0,6854.13,6854.13,0,0,,,,0,161.69,0,0,6854.13,0,
181,39,156.97,NA,NA,3268.26,NA,39,39,3268.26,3268.26,0,7,0,8.07,2246.14,5913.55,156.97,156.97,,,,39,3268.26,0,0,2246.14,156.97,
182,0,0,4,33.8,168.99,2729.19,0,0,168.99,168.99,4,4,33.8,33.8,2729.19,2729.19,0,0,,,,0,168.99,4,33.8,2729.19,0,
183,2,5.11,16,40.86,178.75,5709.91,2,2,178.75,178.75,16,16,40.86,40.86,5709.91,5709.91,5.11,5.11,,,,2,178.75,16,40.86,5709.91,5.11,
184,10,66.14,4,26.46,231.48,4027.78,10,10,231.48,231.48,4,4,26.46,26.46,4027.78,4027.78,66.14,66.14,,,,10,231.48,4,26.46,4027.78,66.14,
185,4,12.91,2,6.45,103.28,2149.5,4,4,103.28,103.28,2,2,6.45,6.45,2149.5,2149.5,12.91,12.91,,,,4,103.28,2,6.45,2149.5,12.91,
186,20,30.4,41,62.32,203.69,6443.62,20,20,203.69,203.69,41,41,62.32,62.32,6443.62,6443.62,30.4,30.4,,,,20,203.69,41,62.32,6443.62,30.4,
187,30,30.33,26,26.28,448.84,7247.12,30,30,448.84,448.84,26,26,26.28,26.28,7247.12,7247.12,30.33,30.33,,,,30,448.84,26,26.28,7247.12,30.33,
188,3,24.85,17,140.81,356.17,4472.79,3,3,356.17,356.17,17,17,140.81,140.81,4472.79,4472.79,24.85,24.85,,,,3,356.17,17,140.81,4472.79,24.85,
189,2,12.01,0,0,672.35,7311.8,2,2,672.35,672.35,0,0,0,0,7311.8,7311.8,12.01,12.01,,,,2,672.35,0,0,7311.8,12.01,
190,6,44.94,9,67.41,981.2,7182.98,6,6,981.2,981.2,9,9,67.41,67.41,7182.98,7182.98,44.94,44.94,,,,6,981.2,9,67.41,7182.98,44.94,
191,7,44.38,2,12.68,190.21,2675.63,7,7,190.21,190.21,2,2,12.68,12.68,2675.63,2675.63,44.38,44.38,,,,7,190.21,2,12.68,2675.63,44.38,
192,9,40.21,12,53.61,446.77,3471.38,9,9,446.77,446.77,12,12,53.61,53.61,3471.38,3471.38,40.21,40.21,,,,9,446.77,12,53.61,3471.38,40.21,
193,1,5.29,1,5.29,31.75,1423.43,1,1,31.75,31.75,1,1,5.29,5.29,1423.43,1423.43,5.29,5.29,,,,1,31.75,1,5.29,1423.43,5.29,
194,18,34.42,18,34.42,868.12,4843.49,18,18,868.12,868.12,18,18,34.42,34.42,4843.49,4843.49,34.42,34.42,,,,18,868.12,18,34.42,4843.49,34.42,
195,13,15.43,35,41.55,225.56,2945.37,13,13,225.56,225.56,35,35,41.55,41.55,2945.37,2945.37,15.43,15.43,,,,13,225.56,35,41.55,2945.37,15.43,
196,200,45.87,243,55.73,1631.98,6595.13,200,200,1631.98,1631.98,243,243,55.73,55.73,6595.13,6595.13,45.87,45.87,,,,200,1631.98,243,55.73,6595.13,45.87,
197,NA,NA,14,16.51,NA,5198.1,0,27,223.06,919.02,14,14,16.51,16.51,5198.1,5198.1,0,77.86,,,,0,223.06,14,16.51,5198.1,0,
198,12,74.69,7,43.57,1419.06,8956.25,12,12,1419.06,1419.06,7,7,43.57,43.57,8956.25,8956.25,74.69,74.69,,,,12,1419.06,7,43.57,8956.25,74.69,
199,28,29.99,23,24.63,519.47,6434.96,28,28,519.47,519.47,23,23,24.63,24.63,6434.96,6434.96,29.99,29.99,,,,28,519.47,23,24.63,6434.96,29.99,
200,4,10.27,4,10.27,87.26,3174.56,4,4,87.26,87.26,4,4,10.27,10.27,3174.56,3174.56,10.27,10.27,,,,4,87.26,4,10.27,3174.56,10.27,
201,18,19.14,4,4.25,294.6,4176.5,18,18,294.6,294.6,4,4,4.25,4.25,4176.5,4176.5,19.14,19.14,,,,18,294.6,4,4.25,4176.5,19.14,
202,1,7.6,0,0,53.2,1968.23,1,1,53.2,53.2,0,0,0,0,1968.23,1968.23,7.6,7.6,,,,1,53.2,0,0,1968.23,7.6,
203,NA,NA,9,36.36,NA,3470.01,0,10,223.06,110.97,9,9,36.36,36.36,3470.01,3470.01,0,58.03,,,,0,223.06,9,36.36,3470.01,0,
204,8,19.63,10,24.54,282.16,4480.21,8,8,282.16,282.16,10,10,24.54,24.54,4480.21,4480.21,19.63,19.63,,,,8,282.16,10,24.54,4480.21,19.63,
205,17,37.19,3,6.56,958.15,6354.87,17,17,958.15,958.15,3,3,6.56,6.56,6354.87,6354.87,37.19,37.19,,,,17,958.15,3,6.56,6354.87,37.19,
206,515,110.46,420,90.08,1389.87,9710.83,515,515,1389.87,1389.87,420,420,90.08,90.08,9710.83,9710.83,110.46,110.46,,,,515,1389.87,420,90.08,9710.83,110.46,
207,3,25.49,6,50.99,1240.65,5319.51,3,3,1240.65,1240.65,6,6,50.99,50.99,5319.51,5319.51,25.49,25.49,,,,3,1240.65,6,50.99,5319.51,25.49,
208,8,38.55,22,106.02,674.67,6809.31,8,8,674.67,674.67,22,22,106.02,106.02,6809.31,6809.31,38.55,38.55,,,,8,674.67,22,106.02,6809.31,38.55,
209,2,18.94,2,18.94,161.02,4328.47,2,2,161.02,161.02,2,2,18.94,18.94,4328.47,4328.47,18.94,18.94,,,,2,161.02,2,18.94,4328.47,18.94,
210,3,13.67,9,41.02,332.73,4193.25,3,3,332.73,332.73,9,9,41.02,41.02,4193.25,4193.25,13.67,13.67,,,,3,332.73,9,41.02,4193.25,13.67,
211,43,99.97,6,13.95,620.71,4840.17,43,43,620.71,620.71,6,6,13.95,13.95,4840.17,4840.17,99.97,99.97,,,,43,620.71,6,13.95,4840.17,99.97,
212,45,77.26,NA,NA,442.93,NA,45,45,442.93,442.93,0,2,0,53.18,2246.14,2432.92,77.26,77.26,,,,45,442.93,0,0,2246.14,77.26,
213,2,12.43,12,74.59,372.95,4090,2,2,372.95,372.95,12,12,74.59,74.59,4090,4090,12.43,12.43,,,,2,372.95,12,74.59,4090,12.43,
214,NA,NA,0,0,NA,2405.2,0,14,223.06,1336.03,0,0,0,0,2405.2,2405.2,0,76.03,,,,0,223.06,0,0,2405.2,0,
215,3,22.02,1,7.34,587.33,4977.61,3,3,587.33,587.33,1,1,7.34,7.34,4977.61,4977.61,22.02,22.02,,,,3,587.33,1,7.34,4977.61,22.02,
216,0,0,0,0,210.79,3812.33,0,0,210.79,210.79,0,0,0,0,3812.33,3812.33,0,0,,,,0,210.79,0,0,3812.33,0,
217,10,41.02,8,32.82,500.47,9463.84,10,10,500.47,500.47,8,8,32.82,32.82,9463.84,9463.84,41.02,41.02,,,,10,500.47,8,32.82,9463.84,41.02,
218,0,0,0,0,75.72,1216.94,0,0,75.72,75.72,0,0,0,0,1216.94,1216.94,0,0,,,,0,75.72,0,0,1216.94,0,
219,34,66.73,10,19.63,345.45,4100.26,34,34,345.45,345.45,10,10,19.63,19.63,4100.26,4100.26,66.73,66.73,,,,34,345.45,10,19.63,4100.26,66.73,
220,11,83.97,13,99.24,1687.02,8763.36,11,11,1687.02,1687.02,13,13,99.24,99.24,8763.36,8763.36,83.97,83.97,,,,11,1687.02,13,99.24,8763.36,83.97,
221,29,43.69,21,31.64,394.74,4197.55,29,29,394.74,394.74,21,21,31.64,31.64,4197.55,4197.55,43.69,43.69,,,,29,394.74,21,31.64,4197.55,43.69,
222,5,27.45,7,38.44,340.43,5221.83,5,5,340.43,340.43,7,7,38.44,38.44,5221.83,5221.83,27.45,27.45,,,,5,340.43,7,38.44,5221.83,27.45,
223,NA,NA,6,15.08,NA,2747.06,0,0,223.06,186.22,6,6,15.08,15.08,2747.06,2747.06,0,0,,,,0,223.06,6,15.08,2747.06,0,
224,15,76.69,8,40.9,NA,8890.59,15,15,223.06,765.29,8,8,40.9,40.9,8890.59,8890.59,76.69,76.69,,,,15,223.06,8,40.9,8890.59,76.69,
225,31,47.15,27,41.07,1446.56,5381.64,31,31,1446.56,1446.56,27,27,41.07,41.07,5381.64,5381.64,47.15,47.15,,,,31,1446.56,27,41.07,5381.64,47.15,
226,6,19.87,23,76.16,271.52,3533.11,6,6,271.52,271.52,23,23,76.16,76.16,3533.11,3533.11,19.87,19.87,,,,6,271.52,23,76.16,3533.11,19.87,
227,8,47.43,0,0,788.52,6474.18,8,8,788.52,788.52,0,0,0,0,6474.18,6474.18,47.43,47.43,,,,8,788.52,0,0,6474.18,47.43,
228,20,170.98,1,8.55,393.26,4719.16,20,20,393.26,393.26,1,1,8.55,8.55,4719.16,4719.16,170.98,170.98,,,,20,393.26,1,8.55,4719.16,170.98,
229,21,83.96,14,55.97,1783.14,9719.33,21,21,1783.14,1783.14,14,14,55.97,55.97,9719.33,9719.33,83.96,83.96,,,,21,1783.14,14,55.97,9719.33,83.96,
230,5,27.52,0,0,77.05,2140.89,5,5,77.05,77.05,0,0,0,0,2140.89,2140.89,27.52,27.52,,,,5,77.05,0,0,2140.89,27.52,
231,9,25.31,9,25.31,275.58,4729.9,9,9,275.58,275.58,9,9,25.31,25.31,4729.9,4729.9,25.31,25.31,,,,9,275.58,9,25.31,4729.9,25.31,
232,4,22.79,6,34.19,74.08,4348.07,4,4,74.08,74.08,6,6,34.19,34.19,4348.07,4348.07,22.79,22.79,,,,4,74.08,6,34.19,4348.07,22.79,
233,11,29.57,1,2.69,400.56,2510.89,11,11,400.56,400.56,1,1,2.69,2.69,2510.89,2510.89,29.57,29.57,,,,11,400.56,1,2.69,2510.89,29.57,
234,15,28.84,6,11.54,1357.38,7225.26,15,15,1357.38,1357.38,6,6,11.54,11.54,7225.26,7225.26,28.84,28.84,,,,15,1357.38,6,11.54,7225.26,28.84,
235,1,6.26,0,0,56.31,2239.74,1,1,56.31,56.31,0,0,0,0,2239.74,2239.74,6.26,6.26,,,,1,56.31,0,0,2239.74,6.26,
236,NA,NA,2,12.67,NA,4853.32,0,8,223.06,101.26,2,2,12.67,12.67,4853.32,4853.32,0,42.78,,,,0,223.06,2,12.67,4853.32,0,
237,4,28.67,7,50.17,394.21,3168,4,4,394.21,394.21,7,7,50.17,50.17,3168,3168,28.67,28.67,,,,4,394.21,7,50.17,3168,28.67,
238,19,44.13,10,23.23,445.94,4287.54,19,19,445.94,445.94,10,10,23.23,23.23,4287.54,4287.54,44.13,44.13,,,,19,445.94,10,23.23,4287.54,44.13,
239,0,0,4,26.11,522.13,6363.4,0,0,522.13,522.13,4,4,26.11,26.11,6363.4,6363.4,0,0,,,,0,522.13,4,26.11,6363.4,0,
240,2,12.89,0,0,96.69,2604.1,2,2,96.69,96.69,0,0,0,0,2604.1,2604.1,12.89,12.89,,,,2,96.69,0,0,2604.1,12.89,
241,10,26.92,18,48.45,293.41,3459.04,10,10,293.41,293.41,18,18,48.45,48.45,3459.04,3459.04,26.92,26.92,,,,10,293.41,18,48.45,3459.04,26.92,
242,0,0,1,7.95,71.54,1438.79,0,0,71.54,71.54,1,1,7.95,7.95,1438.79,1438.79,0,0,,,,0,71.54,1,7.95,1438.79,0,
243,NA,NA,16,144.69,NA,5453.07,0,25,223.06,168.48,16,16,144.69,144.69,5453.07,5453.07,0,30.29,,,,0,223.06,16,144.69,5453.07,0,
244,3,14.23,0,0,37.95,2334.19,3,3,37.95,37.95,0,0,0,0,2334.19,2334.19,14.23,14.23,,,,3,37.95,0,0,2334.19,14.23,
245,11,45.49,3,12.41,516.96,6273.78,11,11,516.96,516.96,3,3,12.41,12.41,6273.78,6273.78,45.49,45.49,,,,11,516.96,3,12.41,6273.78,45.49,
246,4,25.4,6,38.1,82.54,4387.58,4,4,82.54,82.54,6,6,38.1,38.1,4387.58,4387.58,25.4,25.4,,,,4,82.54,6,38.1,4387.58,25.4,
247,26,101.33,22,85.74,1555.07,5214.75,26,26,1555.07,1555.07,22,22,85.74,85.74,5214.75,5214.75,101.33,101.33,,,,26,1555.07,22,85.74,5214.75,101.33,
248,3,11.35,0,0,52.95,1879.8,3,3,52.95,52.95,0,0,0,0,1879.8,1879.8,11.35,11.35,,,,3,52.95,0,0,1879.8,11.35,
249,8,21.77,16,43.53,530.57,4674.45,8,8,530.57,530.57,16,16,43.53,43.53,4674.45,4674.45,21.77,21.77,,,,8,530.57,16,43.53,4674.45,21.77,
250,NA,NA,85,103.53,NA,7203.5,0,6,223.06,1045.45,85,85,103.53,103.53,7203.5,7203.5,0,26.91,,,,0,223.06,85,103.53,7203.5,0,
251,13,77.8,14,83.78,1358.47,10029.92,13,13,1358.47,1358.47,14,14,83.78,83.78,10029.92,10029.92,77.8,77.8,,,,13,1358.47,14,83.78,10029.92,77.8,
252,3,18.81,4,25.08,94.07,2966.26,3,3,94.07,94.07,4,4,25.08,25.08,2966.26,2966.26,18.81,18.81,,,,3,94.07,4,25.08,2966.26,18.81,
253,2,6.78,1,3.39,88.16,2170.08,2,2,88.16,88.16,1,1,3.39,3.39,2170.08,2170.08,6.78,6.78,,,,2,88.16,1,3.39,2170.08,6.78,
254,5,42.8,0,0,316.75,5624.52,5,5,316.75,316.75,0,0,0,0,5624.52,5624.52,42.8,42.8,,,,5,316.75,0,0,5624.52,42.8,
255,28,30.95,44,48.63,1267.73,4148.02,28,28,1267.73,1267.73,44,44,48.63,48.63,4148.02,4148.02,30.95,30.95,,,,28,1267.73,44,48.63,4148.02,30.95,
256,3,7.81,7,18.21,106.68,2016.5,3,3,106.68,106.68,7,7,18.21,18.21,2016.5,2016.5,7.81,7.81,,,,3,106.68,7,18.21,2016.5,7.81,
257,10,32.54,2,6.51,191.96,3702.5,10,10,191.96,191.96,2,2,6.51,6.51,3702.5,3702.5,32.54,32.54,,,,10,191.96,2,6.51,3702.5,32.54,
258,6,35.72,12,71.45,142.9,3876.15,6,6,142.9,142.9,12,12,71.45,71.45,3876.15,3876.15,35.72,35.72,,,,6,142.9,12,71.45,3876.15,35.72,
259,21,36.09,5,8.59,536.18,6743.54,21,21,536.18,536.18,5,5,8.59,8.59,6743.54,6743.54,36.09,36.09,,,,21,536.18,5,8.59,6743.54,36.09,
260,17,89.76,0,0,1678.99,4102.43,17,17,1678.99,1678.99,0,0,0,0,4102.43,4102.43,89.76,89.76,,,,17,1678.99,0,0,4102.43,89.76,
261,3,13.92,3,13.92,241.28,2032.29,3,3,241.28,241.28,3,3,13.92,13.92,2032.29,2032.29,13.92,13.92,,,,3,241.28,3,13.92,2032.29,13.92,
262,5,33.55,7,46.97,972.89,7722.76,5,5,972.89,972.89,7,7,46.97,46.97,7722.76,7722.76,33.55,33.55,,,,5,972.89,7,46.97,7722.76,33.55,
263,2,18.13,0,0,90.65,2085.03,2,2,90.65,90.65,0,0,0,0,2085.03,2085.03,18.13,18.13,,,,2,90.65,0,0,2085.03,18.13,
264,3,14.42,6,28.83,1287.84,3061.03,3,3,1287.84,1287.84,6,6,28.83,28.83,3061.03,3061.03,14.42,14.42,,,,3,1287.84,6,28.83,3061.03,14.42,
265,7,14.26,5,10.18,136.48,5457.1,7,7,136.48,136.48,5,5,10.18,10.18,5457.1,5457.1,14.26,14.26,,,,7,136.48,5,10.18,5457.1,14.26,
266,28,60.3,5,10.77,488.86,5127.6,28,28,488.86,488.86,5,5,10.77,10.77,5127.6,5127.6,60.3,60.3,,,,28,488.86,5,10.77,5127.6,60.3,
267,6,41.55,8,55.41,609.46,8899.51,6,6,609.46,609.46,8,8,55.41,55.41,8899.51,8899.51,41.55,41.55,,,,6,609.46,8,55.41,8899.51,41.55,
268,NA,NA,5,31.47,NA,4852.11,0,0,223.06,367.13,5,5,31.47,31.47,4852.11,4852.11,0,54.14,,,,0,223.06,5,31.47,4852.11,0,
269,17,26.33,3,4.65,599.45,5636.7,17,17,599.45,599.45,3,3,4.65,4.65,5636.7,5636.7,26.33,26.33,,,,17,599.45,3,4.65,5636.7,26.33,
270,16,81.16,4,20.29,2018.97,6665.65,16,16,2018.97,2018.97,4,4,20.29,20.29,6665.65,6665.65,81.16,81.16,,,,16,2018.97,4,20.29,6665.65,81.16,
271,0,0,0,0,33.66,3322.75,0,0,33.66,33.66,0,0,0,0,3322.75,3322.75,0,0,,,,0,33.66,0,0,3322.75,0,
272,9,59.12,0,0,216.78,4920.19,9,9,216.78,216.78,0,0,0,0,4920.19,4920.19,59.12,59.12,,,,9,216.78,0,0,4920.19,59.12,
273,7,20.76,16,47.44,136.4,2570.87,7,7,136.4,136.4,16,16,47.44,47.44,2570.87,2570.87,20.76,20.76,,,,7,136.4,16,47.44,2570.87,20.76,
274,129,84.7,72,47.28,687.49,6957.6,129,129,687.49,687.49,72,72,47.28,47.28,6957.6,6957.6,84.7,84.7,,,,129,687.49,72,47.28,6957.6,84.7,
275,1,3.65,5,18.26,91.31,3360.24,1,1,91.31,91.31,5,5,18.26,18.26,3360.24,3360.24,3.65,3.65,,,,1,91.31,5,18.26,3360.24,3.65,
276,NA,NA,3,10.26,NA,2695.95,0,20,223.06,155.14,3,3,10.26,10.26,2695.95,2695.95,0,9.43,,,,0,223.06,3,10.26,2695.95,0,
277,NA,NA,58,40.64,NA,9522.57,0,8,223.06,338.62,58,58,40.64,40.64,9522.57,9522.57,0,0,,,,0,223.06,58,40.64,9522.57,0,
278,18,45.89,6,15.3,1664.84,3049.23,18,18,1664.84,1664.84,6,6,15.3,15.3,3049.23,3049.23,45.89,45.89,,,,18,1664.84,6,15.3,3049.23,45.89,
279,10,16.04,23,36.89,293.54,4252.35,10,10,293.54,293.54,23,23,36.89,36.89,4252.35,4252.35,16.04,16.04,,,,10,293.54,23,36.89,4252.35,16.04,
280,6,15.34,6,15.34,48.58,3809.48,6,6,48.58,48.58,6,6,15.34,15.34,3809.48,3809.48,15.34,15.34,,,,6,48.58,6,15.34,3809.48,15.34,
281,12,14.53,1,1.21,283.39,3105.21,12,12,283.39,283.39,1,1,1.21,1.21,3105.21,3105.21,14.53,14.53,,,,12,283.39,1,1.21,3105.21,14.53,
282,2,11.21,1,5.61,302.76,2315.54,2,2,302.76,302.76,1,1,5.61,5.61,2315.54,2315.54,11.21,11.21,,,,2,302.76,1,5.61,2315.54,11.21,
283,NA,NA,19,20.52,NA,2639.54,0,3,223.06,1333.23,19,19,20.52,20.52,2639.54,2639.54,0,58.74,,,,0,223.06,19,20.52,2639.54,0,
284,1,4.52,26,117.6,918.22,4758.46,1,1,918.22,918.22,26,26,117.6,117.6,4758.46,4758.46,4.52,4.52,,,,1,918.22,26,117.6,4758.46,4.52,
285,2,14.41,1,7.2,86.45,3385.92,2,2,86.45,86.45,1,1,7.2,7.2,3385.92,3385.92,14.41,14.41,,,,2,86.45,1,7.2,3385.92,14.41,
286,16,66.54,43,178.84,1185.33,8754.78,16,16,1185.33,1185.33,43,43,178.84,178.84,8754.78,8754.78,66.54,66.54,,,,16,1185.33,43,178.84,8754.78,66.54,
287,24,28.4,21,24.85,369.24,3235.58,24,24,369.24,369.24,21,21,24.85,24.85,3235.58,3235.58,28.4,28.4,,,,24,369.24,21,24.85,3235.58,28.4,
288,NA,NA,10,17.38,NA,3238.42,0,30,223.06,530.22,10,10,17.38,17.38,3238.42,3238.42,0,52.11,,,,0,223.06,10,17.38,3238.42,0,
289,NA,NA,5,10.62,NA,2743.68,0,11,223.06,2209.01,5,5,10.62,10.62,2743.68,2743.68,0,25.56,,,,0,223.06,5,10.62,2743.68,0,
290,23,48.81,5,10.61,2047.92,6650.96,23,23,2047.92,2047.92,5,5,10.61,10.61,6650.96,6650.96,48.81,48.81,,,,23,2047.92,5,10.61,6650.96,48.81,
291,19,19.42,27,27.6,266.81,3574.9,19,19,266.81,266.81,27,27,27.6,27.6,3574.9,3574.9,19.42,19.42,,,,19,266.81,27,27.6,3574.9,19.42,
292,1,9.4,5,47.02,84.64,3348.07,1,1,84.64,84.64,5,5,47.02,47.02,3348.07,3348.07,9.4,9.4,,,,1,84.64,5,47.02,3348.07,9.4,
293,23,70.54,9,27.6,644.09,7560.42,23,23,644.09,644.09,9,9,27.6,27.6,7560.42,7560.42,70.54,70.54,,,,23,644.09,9,27.6,7560.42,70.54,
294,29,42.33,14,20.43,458.28,5702.23,29,29,458.28,458.28,14,14,20.43,20.43,5702.23,5702.23,42.33,42.33,,,,29,458.28,14,20.43,5702.23,42.33,
295,265,84.5,NA,NA,874.69,NA,265,265,874.69,874.69,0,3,0,24.88,2246.14,4933.82,84.5,84.5,,,,265,874.69,0,0,2246.14,84.5,
296,1,6.99,0,0,160.76,1579.65,1,1,160.76,160.76,0,0,0,0,1579.65,1579.65,6.99,6.99,,,,1,160.76,0,0,1579.65,6.99,
297,3,8.44,0,0,NA,4127.54,3,3,223.06,1527.29,0,0,0,0,4127.54,4127.54,8.44,8.44,,,,3,223.06,0,0,4127.54,8.44,
298,17,55.72,58,190.11,1379.97,6667.1,17,17,1379.97,1379.97,58,58,190.11,190.11,6667.1,6667.1,55.72,55.72,,,,17,1379.97,58,190.11,6667.1,55.72,
299,204,116.06,80,45.52,797.66,9746.54,204,204,797.66,797.66,80,80,45.52,45.52,9746.54,9746.54,116.06,116.06,,,,204,797.66,80,45.52,9746.54,116.06,
300,9,21.8,9,21.8,213.14,3415.12,9,9,213.14,213.14,9,9,21.8,21.8,3415.12,3415.12,21.8,21.8,,,,9,213.14,9,21.8,3415.12,21.8,
301,0,0,4,22.51,607.8,5183.18,0,0,607.8,607.8,4,4,22.51,22.51,5183.18,5183.18,0,0,,,,0,607.8,4,22.51,5183.18,0,
302,31,96.64,38,118.46,2758.9,9695.12,31,31,2758.9,2758.9,38,38,118.46,118.46,9695.12,9695.12,96.64,96.64,,,,31,2758.9,38,118.46,9695.12,96.64,
303,8,27.92,7,24.43,342.06,5755.67,8,8,342.06,342.06,7,7,24.43,24.43,5755.67,5755.67,27.92,27.92,,,,8,342.06,7,24.43,5755.67,27.92,
304,2,16.18,2,16.18,186.04,6834.91,2,2,186.04,186.04,2,2,16.18,16.18,6834.91,6834.91,16.18,16.18,,,,2,186.04,2,16.18,6834.91,16.18,
305,9,15.7,6,10.47,111.67,2364.17,9,9,111.67,111.67,6,6,10.47,10.47,2364.17,2364.17,15.7,15.7,,,,9,111.67,6,10.47,2364.17,15.7,
306,NA,NA,84,105.68,NA,7311.89,0,21,223.06,851.22,84,84,105.68,105.68,7311.89,7311.89,0,71.36,,,,0,223.06,84,105.68,7311.89,0,
307,0,0,0,0,353.42,3769.81,0,0,353.42,353.42,0,0,0,0,3769.81,3769.81,0,0,,,,0,353.42,0,0,3769.81,0,
308,0,0,7,36.83,1046.93,5808.08,0,0,1046.93,1046.93,7,7,36.83,36.83,5808.08,5808.08,0,0,,,,0,1046.93,7,36.83,5808.08,0,
